ARK | Intel® Product Specification Comparison
01/25/2024 11:23:51 AM
 ,Intel® Core™ i3-4150 Processor ,Intel® Core™ i3-4150T Processor ,Intel® Core™ i3-4160 Processor ,Intel® Core™ i3-4160T Processor ,Intel® Core™ i3-4170 Processor ,Intel® Core™ i3-4350 Processor ,Intel® Core™ i3-4350T Processor ,Intel® Core™ i3-4360 Processor ,Intel® Core™ i3-4360T Processor ,Intel® Core™ i3-4370 Processor ,Intel® Core™ i5-4210H Processor ,Intel® Core™ i7-4720HQ Processor ,Intel® Core™ i7-4722HQ Processor ,Intel® Pentium® Processor G3450T ,Intel® Core™ i7-4790K Processor ,Intel® Core™ i5-4690 Processor ,Intel® Core™ i5-4690K Processor ,Intel® Core™ i5-4690S Processor ,Intel® Core™ i5-4690T Processor ,Intel® Core™ i7-4785T Processor ,Intel® Core™ i5-4590 Processor ,Intel® Core™ i5-4590S Processor ,Intel® Core™ i5-4460 Processor ,Intel® Core™ i5-4460S Processor ,Intel Atom® Processor Z3785 ,Intel® Xeon® Processor E3-1281 v3 ,Intel® Xeon® Processor E3-1271 v3 ,Intel® Xeon® Processor E3-1241 v3 ,Intel® Xeon® Processor E3-1231 v3 ,Intel® Xeon® Processor E3-1240L v3 ,Intel® Xeon® Processor E3-1286 v3 ,Intel® Xeon® Processor E3-1286L v3 ,Intel® Xeon® Processor E3-1276 v3 ,Intel® Xeon® Processor E3-1246 v3 ,Intel® Xeon® Processor E3-1226 v3 ,Intel® Core™ i3-4340TE Processor ,Intel® Xeon® Processor E5-2683 v3 ,Intel® Xeon® Processor E5-2695 v3 ,Intel® Xeon® Processor E5-2697 v3 ,Intel® Xeon® Processor E5-2698 v3 ,Intel® Xeon® Processor E5-2699 v3 ,Intel Atom® Processor Z3560 ,Intel Atom® Processor Z3580 ,Intel® Core™ i3-4370T Processor ,Intel® Core™ i3-4170T Processor ,Intel® Xeon® Processor E5-2628L v3 ,Intel® Xeon® Processor E5-2650 v3 ,Intel® Xeon® Processor E5-2660 v3 ,Intel® Xeon® Processor E5-2670 v3 ,Intel® Xeon® Processor E5-2690 v3 ,Intel® Xeon® Processor E5-2609 v3 ,Intel® Xeon® Processor E5-2643 v3 ,Intel® Xeon® Processor E5-2648L v3 ,Intel® Xeon® Processor E5-2650L v3 ,Intel® Xeon® Processor E5-2658 v3 ,Intel® Xeon® Processor E5-2680 v3 ,Intel® Xeon® Processor E5-2687W v3 ,Intel® Celeron® Processor N2808 ,Intel® Celeron® Processor N2840 ,Intel® Celeron® Processor N2940 ,Intel® Pentium® Processor N3540 ,Intel Atom® Processor Z3736F ,Intel Atom® Processor Z3736G ,Intel® Pentium® Processor G3258 ,Intel® Xeon® Processor E5-1620 v3 ,Intel® Xeon® Processor E5-1630 v3 ,Intel® Xeon® Processor E5-1650 v3 ,Intel® Xeon® Processor E5-1660 v3 ,Intel® Xeon® Processor E5-1680 v3 ,Intel® Core™ i7-5960X Processor Extreme Edition ,Intel® Core™ i7-5930K Processor ,Intel® Core™ i7-5820K Processor ,Intel® Xeon® Processor E5-2603 v3 ,Intel® Xeon® Processor E5-2608L v3 ,Intel® Xeon® Processor E5-2618L v3 ,Intel® Xeon® Processor E5-2620 v3 ,Intel® Xeon® Processor E5-2623 v3 ,Intel® Xeon® Processor E5-2630 v3 ,Intel® Xeon® Processor E5-2630L v3 ,Intel® Xeon® Processor E5-2637 v3 ,Intel® Xeon® Processor E5-2640 v3 ,Intel® Xeon® Processor E5-2667 v3 ,Intel® Pentium® Processor G3460 ,Intel® Pentium® Processor G3460T ,Intel® Core™ i7-4980HQ Processor ,Intel® Core™ i7-4870HQ Processor ,Intel® Core™ i7-4770HQ Processor ,Intel® Core™ i7-4578U Processor ,Intel® Core™ i5-4308U Processor ,Intel® Core™ i5-4278U Processor ,Intel® Pentium® Processor G3250 ,Intel® Pentium® Processor G3250T ,Intel® Core™ M-5Y10 Processor ,Intel® Core™ M-5Y10a Processor ,Intel® Core™ M-5Y70 Processor ,Intel Atom® Processor Z3530 ,Intel Atom® Processor E3805 ,Intel® Xeon® Processor E5-1428L v3 ,Intel® Xeon® Processor E5-2408L v3 ,Intel® Xeon® Processor E5-2418L v3 ,Intel® Xeon® Processor E5-2428L v3 ,Intel® Xeon® Processor E5-2438L v3 ,Intel Atom® Processor Z3570 ,Intel® Core™ M-5Y31 Processor ,Intel® Core™ M-5Y51 Processor ,Intel® Core™ M-5Y71 Processor ,Intel® Xeon® Processor E7-4809 v3 ,Intel® Xeon® Processor E7-4820 v3 ,Intel® Xeon® Processor E7-4830 v3 ,Intel® Xeon® Processor E7-4850 v3 ,Intel® Xeon® Processor E7-8860 v3 ,Intel® Xeon® Processor E7-8867 v3 ,Intel® Xeon® Processor E7-8870 v3 ,Intel® Xeon® Processor E7-8880 v3 ,Intel® Xeon® Processor E7-8880L v3 ,Intel® Xeon® Processor E7-8890 v3 ,Intel® Xeon® Processor E7-8891 v3 ,Intel® Xeon® Processor E7-8893 v3 ,Intel® Core™ i3-5005U Processor ,Intel® Core™ i3-5010U Processor ,Intel® Core™ i3-5015U Processor ,Intel® Core™ i3-5020U Processor ,Intel® Celeron® Processor 3205U ,Intel® Celeron® Processor 3215U ,Intel® Celeron® Processor 3755U ,Intel® Celeron® Processor 3765U ,Intel® Pentium® Processor 3805U ,Intel® Core™ i3-5157U Processor ,Intel® Core™ i5-5250U Processor ,Intel® Core™ i5-5257U Processor ,Intel® Core™ i5-5287U Processor ,Intel® Core™ i5-5350U Processor ,Intel® Core™ i7-5550U Processor ,Intel® Core™ i7-5557U Processor ,Intel® Core™ i7-5650U Processor ,Intel® Core™ i5-5200U Processor ,Intel® Core™ i5-5300U Processor ,Intel® Core™ i7-5500U Processor ,Intel® Core™ i7-5600U Processor ,Intel® Core™ M-5Y10c Processor ,Intel Atom® x5-Z8500 Processor ,Intel Atom® x7-Z8700 Processor ,Intel® Xeon® Processor E5-4610 v3 ,Intel® Xeon® Processor E5-4620 v3 ,Intel® Xeon® Processor E5-4627 v3 ,Intel® Xeon® Processor E5-4640 v3 ,Intel® Xeon® Processor E5-4648 v3 ,Intel® Xeon® Processor E5-4650 v3 ,Intel® Xeon® Processor E5-4655 v3 ,Intel® Xeon® Processor E5-4660 v3 ,Intel® Xeon® Processor E5-4667 v3 ,Intel® Xeon® Processor E5-4669 v3 ,Intel® Xeon® Processor E5-2658A v3 ,Intel® Pentium® Processor 3825U ,Intel® Quark™ Microcontroller D1000 ,Intel® Xeon® Processor D-1520 ,Intel® Xeon® Processor D-1540 ,Intel® Celeron® Processor N3050 ,Intel® Celeron® Processor N3150 ,Intel® Celeron® Processor N3000 ,Intel® Pentium® Processor N3700 ,Intel® Pentium® Processor G3260 ,Intel® Pentium® Processor G3260T ,Intel® Pentium® Processor G3470 ,Intel Atom® x5-Z8300 Processor ,Intel Atom® x3-C3445 Processor ,Intel Atom® x3-C3230RK Processor ,Intel Atom® x3-C3405 Processor ,Intel Atom® x3-C3200RK Processor ,Intel® Core™ i5-5350H Processor ,Intel® Core™ i5-5575R Processor ,Intel® Core™ i5-5675R Processor ,Intel® Core™ i7-5700HQ Processor ,Intel® Core™ i7-5750HQ Processor ,Intel® Core™ i7-5775R Processor ,Intel® Core™ i7-5850HQ Processor ,Intel® Core™ i7-5950HQ Processor ,Intel® Core™ i7-5775C Processor ,Intel® Xeon® Processor E3-1265L v4 ,Intel® Xeon® Processor E3-1285L v4 ,Intel® Xeon® Processor E3-1285 v4 ,Intel® Core™ i7-5700EQ Processor ,Intel® Core™ i7-5850EQ Processor ,Intel® Core™ i5-5675C Processor ,Intel® Xeon® Processor E3-1258L v4 ,Intel® Xeon® Processor E3-1278L v4 ,Intel® Core™ i5-6600K Processor ,Intel® Core™ i7-6700K Processor ,Intel® Core™ i7-6700T Processor ,Intel® Pentium® Processor G4400T ,Intel® Pentium® Processor G4500T ,Intel® Core™ i3-6300T Processor ,Intel® Core™ i3-6100 Processor ,Intel® Pentium® Processor G4500 ,Intel® Core™ i3-6300 Processor ,Intel® Pentium® Processor G4520 ,Intel® Core™ i3-6320 Processor ,Intel® Core™ i3-6100T Processor ,Intel® Core™ i7-6567U Processor ,Intel Atom® Processor Z3590 
Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64BIT MPU 8064402018800 1.700G 25MB FCL&gt;,64BIT MPU 8064401442401 2.000G 25MB FCL>,64BIT MPU 8064401544203 2.6G 25MB FCLGA>,64BIT MPU 8064401442601 1.900G 30MB FCL>,,64BIT MPU 8064401441008 2.100G 30MB FCL>,64BIT MPU 8064402018600 2.9G 30MB FCLGA>,64BIT MPU 8064402018700 2.100G 35MB FCL>,64BIT MPU 8064401864200 2.000G 40MB FCL>,64BIT MPU 8064401864100 2.100G 45MB FCL>,,,Datasheet describes all publicly disclosed specifications including electrical characteristics |  mechanical |  and component functionality |  a list of major features |  a functional description |  and an architectural overview.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Memory Specifications
Max Memory Size (dependent on memory type),32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,4 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,768 GB,768 GB,768 GB,768 GB,768 GB,4 GB,4 GB,32 GB,32 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,4 GB,8 GB,8 GB,8 GB,2 GB,1 GB,32 GB,768 GB,768 GB,768 GB,768 GB,768 GB,64 GB,64 GB,64 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,32 GB,32 GB,32 GB,32 GB,32 GB,16 GB,16 GB,16 GB,32 GB,32 GB,16 GB,16 GB,16 GB,4 GB,8 GB,384 GB,384 GB,384 GB,384 GB,384 GB,4 GB,16 GB,16 GB,16 GB,1.5 TB,1.5 TB,1.5 TB,1.5 TB,1.5 TB,1.5 TB,1.5 TB,1.5 TB,1.5 TB,1.5 TB,1.5 TB,1.5 TB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,16 GB,8 GB,8 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,16 GB,,128 GB,128 GB,8 GB,8 GB,8 GB,8 GB,32 GB,32 GB,32 GB,2 GB,2 GB,2 GB,2 GB,2 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,32 GB,4 GB
Memory Types,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3L 1333/1600,DDR3L 1333/1600,DDR3L 1333/1600,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,LPDDR3 1333,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 and DDR3L 1333/1600 at 1.5V,DDR3 1333/1600,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,LPDDR3 1600,LPDDR3 1600,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR4 1600/1866,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR3L 1333,DDR3L 1333,DDR3L 1333,DDR3L 1333,DDR3L-RS 1333,DDR3L-RS 1333,DDR3-1333 |  DDR3L-1333 @ 1.5V,DDR4 1333/1600/1866/2133,DDR4 1333/1600/1866/2133,DDR4 1333/1600/1866/2133,DDR4 1333/1600/1866/2133,DDR4 1333/1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600/1866/2133,DDR4 1600,DDR4 1600/1866,DDR4 1600/1866,DDR4 1600/1866,DDR4 1600/1866,DDR4 1600/1866,DDR4 1600/1866,DDR4 1600/1866/2133,DDR4 1600/1866,DDR4 1600/1866/2133,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3L 1333/1600,DDR3L 1333/1600,DDR3L 1333/1600,DDR3L-1333 |  1600; LPDDR3-1333 |  1600,DDR3L-1333 |  1600; LPDDR3-1333 |  1600,DDR3L-1333 |  1600; LPDDR3-1333 |  1600,DDR3-1333 |  DDR3L-1333 @ 1.5V,DDR3-1333 |  DDR3L-1333 @ 1.5V,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,DDR3L 1333/1600 |  LPDDR3 1333/1600,LPDDR3 1600,DDR3L 1067,DDR3 800/1066/1333/1600,DDR3 800/1066/1333/1600,DDR3 800/1066/1333/1600,DDR3 800/1066/1333/1600,DDR3 800/1066/1333/1600,LPDDR3 1600,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,DDR4-1333/1600/1866 |  DDR3-1066/1333,DDR4-1333/1600/1866 |  DDR3-1066/1333,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR4-1333/1600/1866 |  DDR3-1066/1333/1600,DDR3L 1333/1600  LPDDR 1333 /1600,DDR3L 1333/1600  LPDDR 1333 /1600,DDR3L 1333/1600  LPDDR 1333 /1600,DDR3L 1333/1600  LPDDR 1333 /1600,DDR3L 1333/1600 LPDDR3 1333/1600,DDR3L 1333/1600 LPDDR3 1333/1600,DDR3L 1333/1600 LPDDR3 1333/1600,DDR3L 1333/1600 LPDDR3 1333/1600,DDR3L 1333/1600 LPDDR3 1333/1600,DDR3L 1333/1600 |  LPDDR3 1600/1866,DDR3L 1333/1600 |  LPDDR3 1600/1866,DDR3L 1333/1600 |  LPDDR3 1600/1866,DDR3L 1333/1600 |  LPDDR3 1600/1866,DDR3L 1333/1600 |  LPDDR3 1600/1866,DDR3L 1333/1600 |  LPDDR3 1600/1866,DDR3L 1333/1600 |  LPDDR3 1600/1866,DDR3L 1333/1600 |  LPDDR3 1600/1866,DDR3L 1333/1600 |  LPDDR3 1333/1600,DDR3L 1333/1600 |  LPDDR3 1333/1600,DDR3L 1333/1600 |  LPDDR3 1333/1600,DDR3L 1333/1600 |  LPDDR3 1333/1600,LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600,LPDDR3 1600,LPDDR3 1600,DDR4,DDR4,DDR4,DDR4,DDR4,DDR4,DDR4,DDR4,DDR4,DDR4,DDR4 1600/1866/2133,DDR3L 1333/1600 LPDDR3 1333/1600,,DDR4,DDR4,DDR3L-1600,DDR3L-1600,DDR3L-1600,DDR3L-1600,DDR3-1333 |  DDR3L-1333 @ 1.5V,DDR3-1333 |  DDR3L-1333 @ 1.5V,DDR3-1333/1600 |  DDR3L-1333/1600 @ 1.5V,DDR3L-RS 1600,1x32 LPDDR2/3 1066,1x32 LPDDR2/3 1066 2x16 DDR3L 1333,1x32 LPDDR2/3 1066,1x32 LPDDR2/3 1066 2x16 DDR3L 1333,DDR3L 1600/1866 LPDDR3 1600/1866,DDR3L-1333/1600/1866 @ 1.5V,DDR3L-1333/1600/1866 @ 1.5V,DDR3L 1600/1866 LPDDR3 1600/1866,DDR3L 1600/1866 LPDDR3 1600/1866,DDR3L-1333/1600/1866 @ 1.5V,DDR3L 1600/1866 LPDDR3 1600/1866,DDR3L 1600/1866 LPDDR3 1600/1866,DDR3L-1333/1600 @ 1.5V,DDR3 and DDR3L 1333/1600/1866 at 1.5V,DDR3 and DDR3L 1333/1600/1866 at 1.5V,DDR3 and DDR3L 1333/1600/1866 at 1.5V,DDR3L 1600,DDR3L 1600,DDR3L-1333/1600 @ 1.5V,DDR3L 1600,DDR3L 1600,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-1866/2133 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133 |  LPDDR3 - 1866 |  DDR3L-1600,LPDDR3 1600
Max # of Memory Channels,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Max Memory Bandwidth,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,21.3 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,12.8 GB/s,12.8 GB/s,25.6 GB/s,25.6 GB/s,59 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,51 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,10.66 GB/s,21.32 GB/s,21.32 GB/s,21.32 GB/s,10.6 GB/s,5.3 GB/s,21.3 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,51 GB/s,59 GB/s,59 GB/s,59 GB/s,59 GB/s,59 GB/s,59 GB/s,68 GB/s,59 GB/s,68 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,21.3 GB/s,21.3 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,12.8 GB/s,,51.2 GB/s,51.2 GB/s,51.2 GB/s,51.2 GB/s,51.2 GB/s,12.8 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,85 GB/s,85 GB/s,85 GB/s,85 GB/s,85 GB/s,85 GB/s,85 GB/s,85 GB/s,85 GB/s,85 GB/s,85 GB/s,85 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,68 GB/s,25.6 GB/s,,,,,,,,21.3 GB/s,21.3 GB/s,25.6 GB/s,12.8 GB/s,4.2 GB/s,4.2 GB/s,4.2 GB/s,4.2 GB/s,25.6 GB/s,29.86 GB/s,29.86 GB/s,25.6 GB/s,25.6 GB/s,29.86 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,29.8 GB/s,29.8 GB/s,29.8 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,12.8 GB/s
ECC Memory Supported   ‡,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
Physical Address Extensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46-bit,46-bit,46-bit,46-bit,46-bit,32-bit,32-bit,,,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,,,,,,,,46-bit,46-bit,46-bit,46-bit,46-bit,,,,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,,,,,,,,,,,,,,32-bit,,46-bit,46-bit,46-bit,46-bit,46-bit,32-bit,,,,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32-bit
Maximum Memory Speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133 MHz,2133 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

GPU Specifications
