ARK | Intel® Product Specification Comparison
01/25/2024 11:23:23 AM
 ,Intel® Xeon® Gold 5118 Processor ,Intel® Xeon® Gold 5120 Processor ,Intel® Xeon® Gold 5122 Processor ,Intel® Xeon® Gold 6138 Processor ,Intel® Xeon® Gold 5120T Processor ,Intel® Xeon® Gold 6136 Processor ,Intel® Xeon® Silver 4116 Processor ,Intel® Xeon® Gold 6128 Processor ,Intel® Xeon® Gold 6126 Processor ,Intel® Xeon® Gold 5115 Processor ,Intel® Xeon® Gold 6140 Processor ,Intel® Xeon® Gold 6142 Processor ,Intel® Xeon® Gold 6148 Processor ,Intel® Xeon® Gold 6150 Processor ,Intel® Xeon® Gold 6152 Processor ,Intel® Xeon® Gold 6130 Processor ,Intel® Xeon® Gold 6134 Processor ,Intel® Xeon® Gold 6154 Processor ,Intel® Xeon® Platinum 8180 Processor ,Intel® Xeon® Platinum 8153 Processor ,Intel® Xeon® Platinum 8156 Processor ,Intel® Xeon® Platinum 8158 Processor ,Intel® Xeon® Platinum 8160 Processor ,Intel® Xeon® Platinum 8164 Processor ,Intel® Xeon® Platinum 8168 Processor ,Intel® Xeon® Platinum 8170 Processor ,Intel® Xeon® Platinum 8176 Processor ,Intel® Core™ i7-7740X X-series Processor ,Intel® Core™ i5-7640X X-series Processor ,Intel® Core™ i7-8550U Processor ,Intel® Pentium® Gold Processor 4415Y ,Intel® Celeron® Processor 3965Y ,Intel® Celeron® Processor G3930E ,Intel® Celeron® Processor G3930TE ,Intel® Itanium® Processor 9740 ,Intel® Itanium® Processor 9720 ,Intel® Itanium® Processor 9760 ,Intel® Itanium® Processor 9750 ,Intel® Xeon® Processor D-1533N ,Intel® Xeon® Processor D-1513N ,Intel® Xeon® Processor D-1543N ,Intel® Xeon® Processor D-1523N ,Intel® Xeon® Processor D-1553N ,Intel Atom® Processor C2316 ,Intel Atom® Processor C2516 ,Intel® Xeon® Bronze 3106 Processor ,Intel® Xeon® Gold 6132 Processor ,Intel® Xeon® Gold 6138T Processor ,Intel® Xeon® Platinum 8160T Processor ,Intel® Xeon® Silver 4108 Processor ,Intel® Xeon® Gold 6130T Processor ,Intel® Xeon® Bronze 3104 Processor ,Intel® Xeon® Silver 4110 Processor ,Intel® Xeon® Gold 6126T Processor ,Intel® Xeon® Silver 4109T Processor ,Intel® Xeon® Silver 4114 Processor ,Intel® Xeon® Silver 4112 Processor ,Intel® Core™ i7-7800X X-series Processor ,Intel® Core™ i9-7900X X-series Processor ,Intel® Xeon® Gold 6142F Processor ,Intel® Xeon® Gold 6138F Processor ,Intel® Xeon® Platinum 8160F Processor ,Intel® Xeon® Gold 6130F Processor ,Intel® Xeon® Gold 6126F Processor ,Intel® Xeon® Gold 6148F Processor ,Intel® Core™ i7-7820X X-series Processor ,Intel® Xeon® Gold 6146 Processor ,Intel® Xeon® Gold 6144 Processor ,Intel® Core™ i5-8250U Processor ,Intel® Core™ i7-8650U Processor ,Intel® Core™ i5-8350U Processor ,Intel® Core™ i3-7130U Processor ,Intel® Xeon® W-2123 Processor ,Intel® Xeon® W-2133 Processor ,Intel® Xeon® W-2155 Processor ,Intel® Xeon® Platinum 8176F Processor ,Intel® Xeon® Silver 4114T Processor ,Intel® Xeon® Gold 5119T Processor ,Intel® Xeon® Silver 4116T Processor ,Intel® Core™ i9-7920X X-series Processor ,Intel® Core™ i7-8700K Processor ,Intel® Core™ i5-8600K Processor ,Intel® Core™ i7-8700 Processor ,Intel® Core™ i5-8400 Processor ,Intel® Core™ i3-8100 Processor ,Intel® Core™ i3-8350K Processor ,Intel® Core™ i9-7940X X-series Processor ,Intel® Core™ i9-7960X X-series Processor ,Intel® Core™ i9-7980XE Extreme Edition Processor ,Intel® Xeon® W-2145 Processor ,Intel® Xeon® W-2125 Processor ,Intel® Xeon® W-2135 Processor ,Intel® Xeon® W-2195 Processor ,Intel® Xeon Phi™ Processor 7295 ,Intel® Xeon Phi™ Processor 7285 ,Intel® Xeon Phi™ Processor 7235 ,Intel® Celeron® Processor N4100 ,Intel® Pentium® Silver J5005 Processor ,Intel® Celeron® Processor N4000 ,Intel® Celeron® J4105 Processor ,Intel® Pentium® Silver N5000 Processor ,Intel® Celeron® J4005 Processor ,Intel® Xeon® W-2175 Processor ,Intel® Core™ i5-8305G Processor with Radeon™ RX Vega M GL graphics ,Intel® Core™ i7-8809G Processor with Radeon™ RX Vega M GH graphics ,Intel® Core™ i7-8705G Processor with Radeon™ RX Vega M GL graphics ,Intel® Xeon® E-2176G Processor ,Intel® Core™ i3-8100H Processor ,Intel® Core™ i5-9500TE Processor ,Intel® Core™ i3-6006U Processor ,Intel Atom® x3-C3235RK Processor ,Intel Atom® x3-C3205RK Processor ,Intel Atom® x5-E3940 Processor ,Intel Atom® x5-E3930 Processor ,Intel Atom® x7-E3950 Processor ,Intel® Celeron® Processor 3965U ,Intel® Celeron® Processor 3865U ,Intel® Pentium® Gold Processor 4415U ,Intel® Xeon® Processor E5-2699A v4 ,Intel® Xeon® Processor E7-8894 v4 ,Intel® Xeon® Processor E5-2699R v4 ,Intel® Core™ i5-7500T Processor ,Intel® Core™ i7-7700T Processor ,Intel® Core™ i5-7500 Processor ,Intel® Core™ i3-7102E Processor ,Intel® Core™ i3-7101TE Processor ,Intel® Core™ i3-7100H Processor ,Intel® Core™ i7-7820EQ Processor ,Intel® Core™ i7-7700 Processor ,Intel® Core™ i7-7700K Processor ,Intel® Core™ i3-7101E Processor ,Intel® Core™ i3-7100E Processor ,Intel Atom® x3-C3265RK Processor ,Intel Atom® x3-C3295RK Processor ,Intel® Pentium® Gold Processor 4410Y ,Intel® Pentium® Processor G4560 ,Intel® Core™ i5-7600K Processor ,Intel® Core™ i5-7400 Processor ,Intel® Core™ i5-7600 Processor ,Intel® Core™ i5-7600T Processor ,Intel® Core™ i5-7400T Processor ,Intel® Core™ i7-7700HQ Processor ,Intel® Celeron® Processor G3950 ,Intel® Celeron® Processor G3930 ,Intel® Pentium® Processor G4600 ,Intel® Core™ i3-7100 Processor ,Intel® Core™ i5-7300HQ Processor ,Intel® Core™ i3-7300T Processor ,Intel® Core™ i3-7300 Processor ,Intel® Core™ i5-7440HQ Processor ,Intel® Pentium® Processor G4620 ,Intel® Core™ i5-7Y57 Processor ,Intel® Core™ i7-7920HQ Processor ,Intel® Xeon® Processor E3-1505M v6 ,Intel® Core™ i7-7820HK Processor ,Intel® Pentium® Processor G4560T ,Intel® Celeron® Processor G3930T ,Intel® Xeon® Processor E3-1535M v6 ,Intel® Xeon® Processor E3-1240 v6 ,Intel® Xeon® Processor E3-1220 v6 ,Intel® Core™ i5-7300U Processor ,Intel® Xeon® Processor E3-1245 v6 ,Intel® Xeon® Processor E3-1230 v6 ,Intel® Xeon® Processor E3-1280 v6 ,Intel® Xeon® Processor E3-1225 v6 ,Intel® Xeon® Processor E3-1275 v6 ,Intel® Xeon® Processor E3-1270 v6 ,Intel® Core™ i3-7320 Processor ,Intel® Core™ i3-7100T Processor ,Intel® Pentium® Processor G4600T ,Intel® Core™ i7-7820HQ Processor ,Intel® Core™ i5-7440EQ Processor ,Intel® Core™ i3-7350K Processor ,Intel® Core™ i5-7267U Processor ,Intel® Core™ i5-7287U Processor ,Intel® Core™ i5-7442EQ Processor ,Intel® Core™ i5-7360U Processor ,Intel® Core™ i7-7660U Processor ,Intel® Core™ m3-7Y32 Processor ,Intel® Core™ i5-7260U Processor ,Intel® Core™ i7-7560U Processor ,Intel® Core™ i7-7567U Processor ,Intel® Core™ i3-7167U Processor ,Intel Atom® Processor C3758 ,Intel Atom® Processor C3958 ,Intel Atom® Processor C3338 ,Intel Atom® Processor C3538 ,Intel Atom® Processor C3508 ,Intel Atom® Processor C3830 ,Intel Atom® Processor C3850 ,Intel Atom® Processor C3955 ,Intel Atom® Processor C3708 ,Intel Atom® Processor C3308 ,Intel Atom® Processor C3858 ,Intel Atom® Processor C3558 ,Intel Atom® Processor C3750 ,Intel Atom® Processor C3808 ,Intel Atom® Processor C3950 ,Intel® Xeon® Processor E3-1505L v6 ,Intel® Xeon® Processor E3-1285 v6 
Extended Temperature Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Functional Safety (FuSa) Documentation Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
Included Items,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please note: The boxed product does not include a fan or heat sink,Please note: The boxed product does not include a fan or heat sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please note: The boxed product does not include a fan or heat sink,Please note: The boxed product does not include a fan or heat sink,,,,,,,Please note: The boxed product does not include a fan or heat sink,,,,,,,,,,,,,,Please note: The boxed product does not include a fan or heat sink,Please note: The boxed product does not include a fan or heat sink,Please note: The boxed product does not include a fan or heat sink,,,,Please note: The boxed product does not include a fan or heat sink,Please note: The boxed product does not include a fan or heat sink,Please note: The boxed product does not include a fan or heat sink,Please note: The boxed product does not include a fan or heat sink,,,,,,,,,,,,,,,,,,This product is available in tray and box. For boxed product |  a thermal solution is included,,,,,,,,,,,,,,,,,,,,,,,Please note: The boxed product does not include a fan or heat sink,,,,,,,Please note: The boxed product does not include a fan or heat sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please note: The boxed product does not include a fan or heat sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® Server Component Extended Warranty provides an additional 2 years and is available wherever the 3 year standard warranty is available |  and must be order at the same time or within 30 days of product order,,,,,,,,,,,,,,Intel® Server Component Extended Warranty provides an additional 2 years and is available wherever the 3 year standard warranty is available |  and must be order at the same time or within 30 days of product order,,,,,,,,,,,,,,,,,,,,,,,,,,,,65W Package TDP,100W Package TDP,65W Package TDP,Support for up to 128GB system memory capacity will be available in 2019 and requires both a BIOS update and hardware platform support. Please contact your hardware provider regarding availability for your system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supply Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discontinued,Discontinued,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Memory Specifications
Max Memory Size (dependent on memory type),768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,124 GB,64 GB,32 GB,16 GB,16 GB,64 GB,64 GB,,,,,128 GB,128 GB,128 GB,128 GB,128 GB,16 GB,32 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,128 GB,128 GB,768 GB,768 GB,768 GB,768 GB,768 GB,768 GB,128 GB,768 GB,768 GB,32 GB,32 GB,32 GB,32 GB,512 GB,512 GB,512 GB,768 GB,768 GB,768 GB,768 GB,128 GB,128 GB,128 GB,128 GB,128 GB,64 GB,64 GB,128 GB,128 GB,128 GB,512 GB,512 GB,512 GB,512 GB,384 GB,384 GB,384 GB,8 GB,8 GB,8 GB,8 GB,8 GB,8 GB,512 GB,64 GB,64 GB,64 GB,128 GB,64 GB,128 GB,32 GB,2 GB,2 GB,8 GB,8 GB,8 GB,32 GB,32 GB,32 GB,1.5 TB,3 TB,1.5 TB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,2 GB,2 GB,16 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,16 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,32 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,64 GB,32 GB,32 GB,64 GB,32 GB,32 GB,16 GB,32 GB,32 GB,32 GB,32 GB,256 GB,256 GB,128 GB,256 GB,256 GB,256 GB,256 GB,256 GB,256 GB,128 GB,256 GB,256 GB,256 GB,256 GB,256 GB,64 GB,64 GB
Memory Types,DDR4-2400,DDR4-2400,DDR4-2666,DDR4-2666,DDR4-2400,DDR4-2666,DDR4-2400,DDR4-2666,DDR4-2666,DDR4-2400,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2400 |  LPDDR3-2133,LPDDR3-1866 |  DDR3L-1600,LPDDR3-1866 |  DDR3L-1600,DDR4-2133 |  DDR3L-1600,DDR4-2133 |  DDR3L-1600,,,,,DDR4 |  DDR3,DDR4 |  DDR3,DDR4 |  DDR3,DDR4 |  DDR3,DDR4 |  DDR3,DDR 1333,DDR 1333,DDR4-2133,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2400,DDR4-2666,DDR4-2133,DDR4-2400,DDR4-2666,DDR4-2400,DDR4-2400,DDR4-2400,DDR4-2400,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2400 |  LPDDR3-2133,DDR4-2400 |  LPDDR3-2133,DDR4-2400 |  LPDDR3-2133,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4 1600/1866/2133/2400/2666,DDR4 1600/1866/2133/2400/2666,DDR4 1600/1866/2133/2400/2666,DDR4-2666,DDR4-2400,DDR4-2400,DDR4-2400,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2400,DDR4-2400,DDR4-2666,DDR4-2666,DDR4-2666,DDR4 1600/1866/2133/2400/2666,DDR4 1600/1866/2133/2400/2666,DDR4 1600/1866/2133/2400/2666,DDR4 1600/1866/2133/2400/2666,DDR4-2400,DDR4-2400,DDR4-2133,DDR4/LPDDR4 upto 2400MT/s,DDR4/LPDDR4 upto 2400 MT/s,DDR4/LPDDR4 upto 2400 MT/s,DDR4/LPDDR4 upto 2400 MT/s,DDR4/LPDDR4 upto 2400 MT/s,DDR4/LPDDR4 upto 2400 MT/s,DDR4 1600/1866/2133/2400/2666,DDR4-2400,DDR4-2400,DDR4-2400,DDR4-2666,DDR4-2666,DDR4-2666,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,1x32 LPDDR2/3 1066 2x16 DDR3L 1333,1x32 LPDDR2/3 1066 2x16 DDR3L 1333,DDR3L (ECC and Non ECC) up to 1866 MT/s; LPDDR4 up to 2133 MT/s,DDR3L (ECC and Non ECC) up to 1866 MT/s;LPDDR4 up to 2133 MT/s,DDR3L (ECC and Non ECC) up to 1866MT/s; LPDDR4 up to 2400 MT/s,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4 1600/1866/2133/2400,DDR4-1333/1600/1866 DDR3-1066/1333/1600,DDR4 1600/1866/2133/2400,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2400,DDR3L-1600 |  DDR4-2400,,DDR4-2400,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR3L-1600 |  DDR4-2400,DDR4-2400,1x32 LPDDR2/3 1066 2x16 DDR3L 1333,1x32 LPDDR2/3 1066 2x16 DDR3L 1333,LPDDR3-1866 |  DDR3L-1600,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2400 |  LPDDR3-2133 |  DDR3L-1600,DDR4 2133 |  DDR3L 1333/1600 @ 1.35V,DDR4 2133 |  DDR3L 1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2400 |  LPDDR3-2133 |  DDR3L-1600,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2400 |  LPDDR3-2133 |  DDR3L-1600,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,LPDDR3-1866 |  DDR3L-1600,DDR4-2400 |  LPDDR3-2133 |  DDR3L-1600,DDR4-2400 |  LPDDR3-2133 |  DDR3L-1600,DDR4-2400 |  LPDDR3-2133 |  DDR3L-1600,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4 2133 |  DDR3L 1333/1600 @ 1.35V,DDR4-2400 |  LPDDR3-2133 |  DDR3L-1600,DDR4-2400 |  DDR3L-1866,DDR4-2400 |  DDR3L-1866,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4-2400 |  DDR3L-1866,DDR4-2400 |  DDR3L-1866,DDR4-2400 |  DDR3L-1866,DDR4-2400 |  DDR3L-1866,DDR4-2400 |  DDR3L-1866,DDR4-2400 |  DDR3L-1866,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2400 |  LPDDR3-2133 |  DDR3L-1600,DDR4-2400,DDR4-2133/2400 |  DDR3L-1333/1600 @ 1.35V,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4-2400,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,LPDDR3-1866 |  DDR3L-1600,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4-2133 |  LPDDR3 - 1866 |  DDR3L-1600,DDR4-2133 |  LPDDR3-1866 |  DDR3L-1600,DDR4: 2400,DDR4: 2400,DDR4: 1866,DDR4: 2133,DDR4: 1866,DDR4: 2133,DDR4: 2400,DDR4: 2400,DDR4: 2133,DDR4: 1866,DDR4: 2400,DDR4: 2133,DDR4: 2400,DDR4: 2133,DDR4: 2400,DDR4-2400,DDR4-2400 |  DDR3L-1866
Maximum Memory Speed,2400 MHz,2400 MHz,2666 MHz,2666 MHz,2400 MHz,2666 MHz,2400 MHz,2666 MHz,2666 MHz,2400 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,,,,,,,,,,,,,,,,,,,2133 MHz,2666 MHz,2666 MHz,2666 MHz,2400 MHz,2666 MHz,2133 MHz,2400 MHz,2666 MHz,2400 MHz,2400 MHz,2400 MHz,,,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,2666 MHz,,2666 MHz,2666 MHz,,,,,,,,2666 MHz,2400 MHz,2400 MHz,2400 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max # of Memory Channels,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,2,2,2,2,,,,,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,4,6,6,2,2,2,2,4,4,4,6,6,6,6,4,2,2,2,2,2,2,4,4,4,4,4,4,4,6,6,6,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,4,4,4,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
Maximum High Bandwidth Memory (HBM)†,1 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECC Memory Supported   ‡,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Max Memory Bandwidth,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 GB/s,42 GB/s,37.5 GB/s,29.8 GB/s,29.8 GB/s,,,,,,,,,,,,,,,,,,,,,,,,,,77 GB/s,85 GB/s,,,,,,,85 GB/s,,,37.5 GB/s,37.5 GB/s,37.5 GB/s,34.1 GB/s,85.3 GB/s,85.3 GB/s,85.3 GB/s,,,,,85 GB/s,41.6 GB/s,41.6 GB/s,41.6 GB/s,41.6 GB/s,37.5 GB/s,37.5 GB/s,85 GB/s,85 GB/s,85 GB/s,85.3 GB/s,85.3 GB/s,85.3 GB/s,85.3 GB/s,115.2 GB/s,115.2 GB/s,102 GB/s,,,,,,,85.3 GB/s,37.5 GB/s,37.5 GB/s,37.5 GB/s,41.6 GB/s,,41.6 GB/s,34.1 GB/s,4.2 GB/s,4.2 GB/s,34.1 GB/s,34.1 GB/s,38.4 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,76.8 GB/s,85 GB/s,76.8 GB/s,,,,34.1 GB/s,34.1 GB/s,37.5 GB/s,34.1 GB/s,,,34.1 GB/s,34.1 GB/s,4.2 GB/s,4.2 GB/s,29.8 GB/s,,,,,,,37.5 GB/s,,,,,37.5 GB/s,,,37.5 GB/s,,29.8 GB/s,37.5 GB/s,37.5 GB/s,37.5 GB/s,,,37.5 GB/s,37.5 GB/s,37.5 GB/s,34.1 GB/s,37.5 GB/s,37.5 GB/s,37.5 GB/s,37.5 GB/s,37.5 GB/s,37.5 GB/s,,,,37.5 GB/s,37.5 GB/s,,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,29.8 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,34.1 GB/s,,,,,,,,,,,,,,,,34.1 GB/s,37.5 GB/s
Physical Address Extensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36-bit,36-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,46-bit,46-bit,46-bit,,,,,,,,,,,,,,,46-bit,46-bit,46-bit,46-bit,,,,,,,,,,46-bit,,,,,,,,,,40-bit,40-bit,40-bit,,,,46-bit,46-bit,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Expansion Options
Scalability,4S,4S,4S,S4S,4S,S4S,2S,S4S,S4S,4S,S4S,S4S,S4S,S4S,S4S,S4S,S4S,S4S,S8S,S8S,S8S,S8S,S8S,S8S,S8S,S8S,S8S,4S,1S Only,,,,1S Only,1S Only,,,,,1S Only,1S Only,1S Only,1S Only,1S Only,,,2S,S4S,S4S,S8S,2S,S4S,2S,2S,S4S,2S,2S,2S,1S Only,1S Only,2S,2S,2S,2S,2S,2S,1S Only,S4S,S4S,,,,,1S Only,1S Only,1S Only,2S,2S,4S,2S,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,,,,,,,,,,1S Only,,,,1S Only,1S Only,1S Only,,,,,,,,,,2S,S8S,2S,1S Only,1S Only,1S Only,,1S Only,,,1S Only,1S Only,1S Only,,,,,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,,1S Only,1S Only,1S Only,1S Only,,1S Only,1S Only,,1S Only,,,,,1S Only,1S Only,,1S Only,1S Only,,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,1S Only,,,1S Only,,,,,,,,,,,,,,,,,,,,,,,,,,,1S Only
