ARK | Intel® Product Specification Comparison
01/25/2024 11:25:01 AM
 ,Intel® Core™ i7-860S Processor ,Intel® Celeron® Processor T3500 ,Intel® Celeron® Processor E3500 ,Intel® Pentium® Processor E5500 ,Intel® Pentium® Processor E5700 ,Intel® Pentium® Processor E5800 ,Intel® Pentium® Processor E6700 ,Intel® Pentium® Processor E6800 ,Intel® Core™ i5-750S Processor ,Intel® Pentium® Processor T4500 ,Intel Atom® Processor D510 ,Intel® Core™ i7-840QM Processor ,Intel® Core™ i7-940XM Processor Extreme Edition ,Intel® Pentium® Processor G6950 ,Intel® Itanium® Processor 9310 ,Intel® Itanium® Processor 9320 ,Intel® Itanium® Processor 9340 ,Intel® Itanium® Processor 9350 ,Intel Atom® Processor D410 ,Intel® Core™ i3-350M Processor ,Intel® Core™ i5-430M Processor ,Intel® Core™ i5-540M Processor ,Intel® Core™ i5-650 Processor ,Intel® Core™ i5-660 Processor ,Intel® Core™ i5-661 Processor ,Intel® Core™ i5-670 Processor ,Intel® Core™ i7-620LM Processor ,Intel® Core™ i7-620M Processor ,Intel® Core™ i7-620UM Processor ,Intel® Core™ i7-640LM Processor ,Intel® Core™ i3-530 Processor ,Intel® Core™ i3-540 Processor ,Intel® Pentium® Processor G6960 ,Intel® Core™ i5-520M Processor ,Intel® Celeron® Processor P4500 ,Intel® Core™ i5-520UM Processor ,Intel® Xeon® Processor L3406 ,Intel® Xeon® Processor EC5509 ,Intel® Xeon® Processor LC5518 ,Intel® Celeron® Processor P1053 ,Intel® Core™ i3-330M Processor ,Intel® Core™ i7-640UM Processor ,Intel® Xeon® Processor X5680 ,Intel® Xeon® Processor W3680 ,Intel® Xeon® Processor W3670 ,Intel® Xeon® Processor X5667 ,Intel® Xeon® Processor X5670 ,Intel® Xeon® Processor X5660 ,Intel® Xeon® Processor X5650 ,Intel® Xeon® Processor E5640 ,Intel® Xeon® Processor E5630 ,Intel® Xeon® Processor E5620 ,Intel® Xeon® Processor L5640 ,Intel® Xeon® Processor L5630 ,Intel® Xeon® Processor L5609 ,Intel® Xeon® Processor X5677 ,Intel® Core™ i7-980X Processor Extreme Edition ,Intel® Core™ i7-970 Processor ,Intel® Core™ i7-620LE Processor ,Intel® Core™ i7-620UE Processor ,Intel® Core™ i5-520E Processor ,Intel® Core™ i7-610E Processor ,Intel® Core™ i3-330E Processor ,Intel® Celeron® Processor P4505 ,Intel® Core™ i5-760 Processor ,Intel® Core™ i7-870S Processor ,Intel® Core™ i7-875K Processor ,Intel® Core™ i7-880 Processor ,Intel® Xeon® Processor X3480 ,Intel® Core™ i5-680 Processor ,Intel® Core™ i3-550 Processor ,Intel® Core™ i5-655K Processor ,Intel® Xeon® Processor L5638 ,Intel® Xeon® Processor L5618 ,Intel® Xeon® Processor E5645 ,Intel® Core™ i3-370M Processor ,Intel® Core™ i3-330UM Processor ,Intel® Core™ i5-450M Processor ,Intel® Core™ i5-430UM Processor ,Intel® Core™ i7-740QM Processor ,Intel® Pentium® Processor P6000 ,Intel® Pentium® Processor U5400 ,Intel® Celeron® Processor U3400 ,Intel® Core™ i7-660UM Processor ,Intel® Core™ i5-540UM Processor ,Intel Atom® Processor D425 ,Intel Atom® Processor D525 ,Intel Atom® Processor N455 ,Intel Atom® Processor N475 ,Intel® Core™ i5-580M Processor ,Intel® Core™ i5-560M Processor ,Intel® Core™ i7-660LM Processor ,Intel® Core™ i7-680UM Processor ,Intel® Core™ i5-560UM Processor ,Intel® Core™ i7-640M Processor ,Intel Atom® Processor Z560 ,Intel® Core™ i5-470UM Processor ,Intel® Core™ i3-380UM Processor ,Intel® Pentium® Processor U5600 ,Intel® Celeron® Processor U3600 ,Intel® Core™ i7-2720QM Processor ,Intel® Core™ i5-2540M Processor ,Intel Atom® Processor N550 ,Intel® Pentium® Processor P6100 ,Intel® Pentium® Processor P6200 ,Intel® Core™ i3-560 Processor ,Intel® Core™ i3-380M Processor ,Intel® Core™ i5-460M Processor ,Intel® Pentium® Processor P6300 ,Intel® Core™ i5-2300 Processor ,Intel® Core™ i5-2400 Processor ,Intel® Core™ i5-2400S Processor ,Intel® Core™ i5-2500 Processor ,Intel® Core™ i5-2500K Processor ,Intel® Core™ i5-2500S Processor ,Intel® Core™ i5-2500T Processor ,Intel® Core™ i7-2600 Processor ,Intel® Core™ i7-2600K Processor ,Intel® Core™ i7-2600S Processor ,Intel® Core™ i7-2630QM Processor ,Intel® Core™ i3-2310M Processor ,Intel® Core™ i5-2410M Processor ,Intel® Core™ i7-2820QM Processor ,Intel® Core™ i5-2520M Processor ,Intel® Core™ i7-2620M Processor ,Intel® Core™ i7-2920XM Processor Extreme Edition ,Intel® Celeron® Processor P4600 ,Intel Atom® Processor E620 ,Intel Atom® Processor E620T ,Intel Atom® Processor E640 ,Intel Atom® Processor E640T ,Intel Atom® Processor E660 ,Intel Atom® Processor E660T ,Intel Atom® Processor E680 ,Intel Atom® Processor E680T ,Intel® Xeon® Processor X5690 ,Intel® Xeon® Processor X5675 ,Intel® Xeon® Processor X5687 ,Intel® Xeon® Processor X5672 ,Intel® Xeon® Processor X5647 ,Intel® Xeon® Processor E5649 ,Intel® Xeon® Processor E5607 ,Intel® Xeon® Processor E5606 ,Intel® Xeon® Processor E5603 ,Intel® Core™ i7-990X Processor Extreme Edition ,Intel® Xeon® Processor W3690 ,Intel® Core™ i5-480M Processor ,Intel® Core™ i3-390M Processor ,Intel® Xeon® Processor E3-1220L ,Intel® Core™ i3-2100 Processor ,Intel® Core™ i3-2100T Processor ,Intel® Core™ i3-2102 Processor ,Intel® Core™ i3-2120 Processor ,Intel® Core™ i3-2312M Processor ,Intel® Core™ i5-2390T Processor ,Intel® Core™ i5-2510E Processor ,Intel® Core™ i7-2635QM Processor ,Intel® Core™ i7-2710QE Processor ,Intel® Pentium® Processor G620 ,Intel® Pentium® Processor G620T ,Intel® Pentium® Processor G622 ,Intel® Pentium® Processor G840 ,Intel® Pentium® Processor G850 ,Intel® Xeon® Processor E7-2803 ,Intel® Xeon® Processor E7-4807 ,Intel® Xeon® Processor E7-2860 ,Intel® Xeon® Processor E7-4860 ,Intel® Xeon® Processor E7-8860 ,Intel® Xeon® Processor E7-2850 ,Intel® Xeon® Processor E7-4850 ,Intel® Xeon® Processor E7-8850 ,Intel® Xeon® Processor E7-8837 ,Intel® Xeon® Processor E7-8867L ,Intel® Xeon® Processor E7-2870 ,Intel® Xeon® Processor E7-4870 ,Intel® Xeon® Processor E7-8870 ,Intel® Xeon® Processor E7-2820 ,Intel® Xeon® Processor E7-2830 ,Intel® Xeon® Processor E7-4820 ,Intel® Xeon® Processor E7-4830 ,Intel® Xeon® Processor E7-8830 ,Intel® Celeron® Processor ULV 763 ,Intel® Celeron® Processor 925 ,Intel Atom® Processor E645C ,Intel Atom® Processor E645CT ,Intel Atom® Processor E665C ,Intel Atom® Processor E665CT ,Intel® Core™ i7-2629M Processor ,Intel® Core™ i7-2649M Processor ,Intel® Core™ i7-2657M Processor ,Intel® Core™ i7-2617M Processor ,Intel® Core™ i5-2537M Processor ,Intel® Core™ i7-2655LE Processor ,Intel® Core™ i3-2310E Processor ,Intel® Core™ i7-2715QE Processor ,Intel® Core™ i7-2610UE Processor ,Intel® Core™ i5-2515E Processor ,Intel® Core™ i3-2105 Processor ,Intel Atom® Processor N570 ,Intel® Celeron® Processor B810 
Physical Address Extensions,36-bit,,,,,,,,36-bit,,32-bit,36-bit,36-bit,36-bit,50-bit,50-bit,50-bit,50-bit,32-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,,,,36-bit,36-bit,40-bit,36-bit,36-bit,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,,,40-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,32-bit,32-bit,,,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,,36-bit,36-bit,36-bit,36-bit,,,,36-bit,36-bit,36-bit,36-bit,36-bit,36-bit,,,,,,,,,,,,,,,,,,36-bit,,,,,,,,,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,40-bit,36-bit,40-bit,36-bit,36-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECC Memory Supported   ‡,No,,,,,,,,,,No,No,No,,,,,,No,No,No,No,,,,,No,No,No,No,,,,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,,No,No,No,No,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,,,,,No,,No,No,No,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,,No

Expansion Options
PCI Express Revision,2.0,,,,,,,,2.0,,,2,2,2.0,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0a,1.0a,1.0a,1.0a,1.0a,1.0a,1.0a,1.0a,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0
PCI Express Configurations ‡,1x16 |  2x8,,,,,,,,1x16 |  2x8,,,1x16 |  2x8,1x16 |  2x8,1x16 |  2x8,,,,,,1x16,1x16,1x16,1x16 |  2x8,1x16 |  2x8,1x16 |  2x8,1x16 |  2x8,1x16,1x16,1x16,1x16,1x16 |  2x8,1x16 |  2x8,1x16 |  2x8,1x16,1x16,1x16,1x16 |  2x8,,,,1x16,1x16,,,,,,,,,,,,,,,,,1X16 |  2X8,1x16 |  2x8,1X16 |  2X8,1x16 |  2x8,1X16 |  2X8,1X16 |  2X8,1x16 |  2x8,1x16 |  2x8,1x16 |  2x8,1x16 |  2x8,1x16 |  2x8 |  4x4,1x16 |  2x8,1x16 |  2x8,1x16 |  2x8,,,,1x16,1x16,1x16,1x16,1x16 |  2x8,1x16,1x16,1x16,1x16,1x16,,,,,1x16,1x16,1x16,1x16,1x16,1x16,,1x16,1x16,1x16,1x16,1x16 |  2x8 |  1x8 2x4,1x16 |  2x8 |  1x8+2x4,,1x16,1x16,1x16 |  2x8,1x16,1x16,1x16,,,,,,,,,,,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16,x1 |  root complex only,x1 |  root complex only,x1 |  root complex only,x1 |  root complex only,x1 |  root complex only,x1 |  root complex only,x1 |  root complex only,x1 root complex only,,,,,,,,,,,,1x16,1x16,,,,,,1x16 |  2x8 |  1x8+2x4,,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16+1x4 |  2x8+1x4 |  1x8+3x4,,,,,,,,,,,,,,,,,,,,,,,,,,x1 |  root complex only,x1 |  root complex only,x1 |  root complex only,x1 |  root complex only,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,,,1x16 |  2x8 |  1x8 2x4
Max # of PCI Express Lanes,16,,,,,,,,16,,,16,16,16,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,16,16,,,,,,,,,,,,,,,,,1,1,1,16,16,16,16,16,16,16,16,16,16,16,,,,16,16,16,16,16,1,1,16,16,16,,,,,16,16,16,16,16,16,,16,16,1,16,16,16,,1,1,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,4,4,4,4,4,4,4,,,,,,,,,,,,16,16,20,16,16,16,16,16,16,16,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,,16
Scalability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,S4S,S2S,S4S,S8S,S2S,S4S,S8S,S8S,S8S,S2S,S4S,S8S,2S,S2S,S4S,S4S,S8S,,,,,,,,,,,,,,,,,,,

Package Specifications
Sockets Supported,FCLGA1156 | LGA1156,PGA478,LGA775,LGA775,LGA775,LGA775,LGA775,LGA775,FCLGA1156 | LGA1156,PGA478,FCBGA559,FCPGA988 | PGA988,FCPGA988 | PGA988,FCLGA1156,FCLGA1248,FCLGA1248,FCLGA1248,FCLGA1248,FCBGA559,BGA1288 | PGA988,BGA1288 | PGA988,BGA1288 | PGA988,FCLGA1156,FCLGA1156,FCLGA1156,FCLGA1156,BGA1288,BGA1288 | PGA988,BGA1288,BGA1288,FCLGA1156,FCLGA1156,FCLGA1156,BGA1288 | PGA988,PGA988,BGA1288,FCLGA1156,FCLGA1366,FCLGA1366,FCLGA1366,BGA1288 | PGA988,BGA1288,FCLGA1366 | LGA1366,FCLGA1366,FCLGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366,FCLGA1366,BGA1288,BGA1288,BGA1288,BGA1288,BGA1288,BGA1288,FCLGA1156 | LGA1156,FCLGA1156 | LGA1156,FCLGA1156 | LGA1156,FCLGA1156 | LGA1156,FCLGA1156 | LGA1156,FCLGA1156,FCLGA1156,FCLGA1156,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,PGA988,BGA1288,PGA988,BGA1288,FCPGA988 | PGA988,PGA988,BGA1288,BGA1288,BGA1288,BGA1288,FCBGA559,FCBGA559,FCBGA559,FCBGA559,BGA1288 | PGA988,BGA1288 | PGA988,BGA1288,BGA1288,BGA1288,BGA1288 | PGA988,PBGA441,BGA1288,BGA1288,,BGA1288,FCBGA1224 | FCPGA988 | PPGA988,FCBGA1023 | PPGA988,FCBGA559,PGA988,PGA988,FCLGA1156,BGA1288 | PGA988,BGA1288 | PGA988,PGA988,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,FCPGA988 | PPGA988,FCBGA1023 | PPGA988,FCBGA1023 | PPGA988,FCBGA1224 | FCPGA988 | PPGA988,PPGA988,FCBGA1023 | PPGA988,FCPGA988,PGA988,FCBGA676,FCBGA676,FCBGA676,FCBGA676,FCBGA676,FCBGA676,FCBGA676,FCBGA676,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,FCLGA1366 | LGA1366,BGA1288 | PGA988,BGA1288 | PGA988,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,PPGA988,FCLGA1155,FCPGA988,FCBGA1224,FCPGA988,FCLGA1155,FCLGA1155,,FCLGA1155,FCLGA1155,FCLGA1567 | LGA1567,FCLGA1567 | LGA1567,LGA1567,LGA1567,FCLGA1567 | LGA1567,LGA1567,LGA1567,LGA1567,LGA1567,FCLGA1567 | LGA1567,LGA1567,LGA1567,FCLGA1567 | LGA1567,LGA1567,LGA1567,LGA1567,LGA1567,FCLGA1567 | LGA1567,BGA956,,FCBGA1466,FCBGA1466,FCBGA1466,FCBGA1466,FCBGA1023,FCBGA1023,FCBGA1023,FCBGA1023,BGA1023 | FCBGA1023,BGA1023 | FCBGA1023,BGA1023 | FCBGA1023,BGA1023 | FCBGA1023,BGA1023 | FCBGA1023,BGA1023 | FCBGA1023,FCLGA1155,FCBGA559,PGA988
Max CPU Configuration,1,,,1,1,1,1,1,1,,,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,,,,,2,2,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,,1,,,,1,1,1,1,1,2,4,2,4,8,2,4,8,8,8,2,4,8,2,2,4,4,8,,,,,,,1,1,1,1,1,,1,,,,1,,1
Package Size,37.5mm x 37.5mm,,37.5mm X 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,,37.5mm X 37.5mm,37.5mm x 37.5mm,,22mm x 22mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,,,,,22mm x 22mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,BGA 34mm x 28mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,BGA 34mm x 28mm,BGA 34mm x 28mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,37.5mmx37.5mm,BGA 34mm x 28mm,37.5mm x 37.5mm,,,,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,BGA 34mm x 28mm,42.5mm x 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mmX45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm x 45mm,42.5mm X 45mm,42.5mm X 45.0mm,42.5mm X 45.0mm,BGA 34mmX28mm,BGA 34mmx28mm,BGA 34mmX28mm,BGA 34mm x 28mm,BGA 34mmX28mm,BGA 34mmX28mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,,,42.5mm X 45mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,BGA 34mm x 28mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,BGA 34mm x 28mm,37.5mm x 37.5mm,37.5mmx37.5mm,BGA 34mm x 28mm,BGA 34mm x 28mm,BGA 34mm x 28mm,BGA 34mm x 28mm,22mm x 22mm,22mm x 22mm,22mm x 22mm,22mm x 22mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,BGA 34mm x 28mm,BGA 34mm x 28mm,BGA 34mm x 28mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,13mm x 14mm,BGA 34mm x 28mm,BGA 34mm x 28mm,BGA 34mm x 28mm,BGA 34mm x 28mm,37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1224),37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),22mm x 22mm,37.5mmx37.5mm,37.5mmx37.5mm,37.5mm x 37.5mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,37.5mmx37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5 (rPGA998),37.5mm x 37.5mm *rPGA988B); 31mm x 24mm (BGA1023),37.5mmx37.5mm (rPGA988B);  31mm x 24mm (BGA1023),37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1224),37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5mm (rPGA998),37.5mmx37.5mm,22mm x 22mm,22mmx22mm,22mmx22mm,22mmx22mm,22mmx22mm,22mmx22mm,22mmx22mm,22mmx22mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45mm,42.5mm X 45.0mm,42.5mm X 45mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,rPGA 37.5mmx 37.5mm |  BGA 34mmx28mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm *rPGA988B);,37.5mm x 37.5mm,37.5mm x 37.5mm (rPGA988),31.0mm x 24.0mm (BGA1224),37.5mm x 37.5mm (rPGA988),37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,49.17mm x 56.47mm,22mm x 22mm,35mm x 35mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),31mm x 24 mm (BGA1023),31mm x 24mm (FCBGA1023),31mm x 24mm (BGA1023),31mm x 24mm (FCBGA1023),31mm x 24mm (FCBGA1023),31mm x 24mm (FCBGA1023),37.5mm x 37.5mm,22mm x 22mm,37.5mmx37.5mm (rPGA988B)
Processing Die Size,296 mm2,107 mm2,,82 mm2,82 mm2,82 mm2,82 mm2,82 mm2,296 mm2,107 mm2,87 mm2,296 mm2,296 mm2,81 mm2,,,,,66 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,,,,81 mm2,81 mm2,,,,,,,,,,,,,,,239 mm2,239 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,296 mm2,296 mm2,296 mm2,296 mm2,296 mm2,81 mm2,81 mm2,81 mm2,,,,81 mm2,81 mm2,81 mm2,81 mm2,296 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,66 mm2,87 mm2,66 mm2,66 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,26 mm2,81 mm2,81 mm2,81 mm2,81 mm2,,,87 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,81 mm2,,,,,,,,,,,,,,,,,,81 mm2,,,,,,,,,,,,,,,,,,239 mm2,239 mm2,81 mm2,81 mm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107 mm2,107 mm2,,,,,,,,,,,,,,,,87 mm2,
# of Processing Die Transistors,774 million,410 million,,228 million,228 million,228 million,228 million,228 million,774 million,410 million,176 million,774 million,774 million,382 million,,,,,123 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,382 million,,,,382 million,382 million,,,,,,,,,,,,,,,million,million,382 million,382 million,382 million,382 million,382 million,382 million,774 million,774 million,774 million,774 million,774 million,382 million,382 million,382 million,,,,382 million,382 million,382 million,382 million,774 million,382 million,382 million,382 million,382 million,382 million,123 million,176 million,123 million,123 million,382 million,382 million,382 million,382 million,382 million,382 million,47 million,382 million,382 million,382 million,382 million,,,176 million,382 million,382 million,382 million,382 million,382 million,382 million,,,,,,,,,,,,,,,,,,382 million,,,,,,,,,,,,,,,,,,million,million,382 million,382 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410 million,410 million,,,,,,,,,,,,,,,,176 million,
